BlobID,Compound Name,Description,Group Name,Constellation Name,Inclusion,LRI I,Library RI,Library ID,Library Name,Library NIST ID,Library Match Factor,Library Reverse Match Factor,Library Probability,Review Status,Internal Standard,Retention I (min),Retention II (sec),Peak Value,Volume,Quantifier(1),Quantifier(2),Quantifier Response(1),Quantifier Response(2),Volume Ratio
1,20200803_1535_blob_1_,,lib,,true,1660.7594936708863,1661.0,99,caice_ssa_final_0803_1535,0,999,999,85.77999877929688,,0,40.51185427391262,0.30959154225627344,18066.088206682703,1085890.967715073,,,0.0,0.0,0.0
4,20200803_1535_blob_4_,,lib,,true,1811.1111111111113,1811.0,100,caice_ssa_final_0803_1535,0,999,999,97.70999908447266,,0,45.159511304384296,0.2889521061058552,12205.310040489305,469372.44938012416,,,0.0,0.0,0.0
2,20200803_1535_blob_2_,,lib,,true,1927.777777777778,1928.0,101,caice_ssa_final_0803_1535,0,999,999,96.9800033569336,,0,48.46801291929634,0.6914211110390107,15461.000429539392,372004.7966612678,,,0.0,0.0,0.0
5,20200803_1535_blob_5_fb,fb,lib,,true,2054.961832061069,2055.0,102,caice_ssa_final_0803_1535,0,999,999,98.05000305175781,,0,51.93406223015657,0.5779042122117104,10340.838057610046,243827.76533207484,,,0.0,0.0,0.0
6,20200803_1535_blob_6_,,lib,,true,1987.4999999999998,1988.0,103,caice_ssa_final_0803_1535,0,999,999,97.69000244140625,,0,50.1616506507394,0.8565366002423566,8583.376793553005,243626.21936353736,,,0.0,0.0,0.0
3,20200803_1535_blob_3_fb,fb,lib,,true,1492.6553672316384,1493.0,104,caice_ssa_final_0803_1535,0,999,999,53.7599983215332,,0,34.87952414376473,0.25799295188022786,12946.960945904953,238724.87526955095,,,0.0,0.0,0.0
7,20200803_1535_blob_7_,,lib,,true,1837.5,1838.0,105,caice_ssa_final_0803_1535,0,999,999,97.7699966430664,,0,45.9078628601382,0.5882239302869195,5669.18310930091,67167.28003608526,,,0.0,0.0,0.0
29,20200803_1535_blob_29_oil,,lib,oil,true,2443.243243243243,2443.0,1,caice_ssa_final_0803_1535,0,999,999,50.25,,0,61.34753706306107,0.22703379765460052,944.2845129531343,57550.15057121175,,,0.0,0.0,0.0
9,20200803_1535_blob_9_,,lib,,true,1899.9999999999998,1900.0,106,caice_ssa_final_0803_1535,0,999,999,98.36000061035156,,0,47.68027443955537,1.0113323713704934,3087.177238948527,57260.81641231622,,,0.0,0.0,0.0
10,20200803_1535_blob_10_,,lib,,true,1959.7222222222222,1960.0,107,caice_ssa_final_0803_1535,0,999,999,98.62000274658203,,0,49.373912170998445,0.2889521061058552,2687.291538272286,52687.10355964127,,,0.0,0.0,0.0
